time_ms,x1,y1,z1,x2,y2,z2
Calibrating sensors... Please keep them stationary!
Offsets calculated: -0.069, -0.005, -0.971 | -0.058, -0.055, -0.965
Calibration complete. Now measuring real data:
Time(ms), X1(g), Y1(g), Z1(g), X2(g), Y2(g), Z2(g)
1136, 0.001, 0.011, -0.001, -0.010, 0.002, -0.007
1342, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
1548, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
1755, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
1960, -0.013, -0.003, -0.016, -0.010, 0.002, -0.007
2167, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
2373, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
2579, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
2786, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
2992, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
3198, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
3404, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
3610, -0.013, -0.003, -0.016, -0.010, 0.002, -0.007
3817, 0.001, -0.003, -0.001, -0.010, -0.013, 0.008
4023, -0.013, -0.003, -0.016, -0.010, -0.013, 0.008
4229, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
4435, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
4641, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
4848, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
5054, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
5260, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
5467, -0.013, -0.003, -0.016, -0.010, 0.002, -0.007
5672, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
5878, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
6085, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
6291, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
6498, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
6704, 0.001, -0.003, -0.016, -0.010, 0.002, -0.007
6909, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
7116, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
7322, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
7529, 0.001, -0.003, -0.016, -0.010, -0.013, -0.007
7735, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
7941, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
8147, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
8353, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
8559, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
8766, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
8972, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
9179, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
9384, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
9590, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
9797, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
10003, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
10209, -0.013, -0.003, -0.001, -0.010, -0.013, 0.008
10416, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
10621, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
10828, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
11034, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
11241, -0.013, -0.003, -0.016, -0.010, 0.002, -0.007
11447, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
11653, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
11859, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
12065, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
12272, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
12478, 0.001, -0.003, -0.016, -0.010, 0.002, -0.007
12685, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
12891, -0.013, -0.018, -0.001, -0.010, -0.013, -0.007
13097, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
13303, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
13509, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
13716, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
13922, -0.013, -0.003, -0.001, -0.010, 0.002, 0.008
14129, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
14334, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
14541, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
14747, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
14953, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
15160, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
15366, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
15572, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
15778, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
15984, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
16191, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
16397, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
16604, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
16809, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
17016, -0.013, -0.003, -0.001, -0.010, -0.013, 0.008
17222, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
17428, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
17635, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
17841, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
18048, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
18253, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
18460, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
18666, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
18872, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
19079, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
19284, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
19491, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
19697, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
19904, 0.001, -0.003, -0.001, 0.005, -0.013, -0.021
20110, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
20316, 0.001, -0.003, -0.016, 0.005, -0.013, -0.007
20523, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
20728, 0.001, -0.003, -0.001, -0.010, 0.002, -0.021
20935, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
21141, -0.013, -0.003, -0.001, -0.010, -0.013, 0.008
21348, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
21554, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
21760, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
21966, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
22172, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
22379, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
22585, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
22791, -0.013, -0.003, -0.001, -0.010, -0.013, 0.023
22998, -0.013, -0.003, -0.001, 0.005, -0.013, 0.038
23203, -0.013, -0.003, -0.016, 0.005, -0.013, 0.008
23410, -0.013, -0.018, -0.016, 0.005, -0.027, -0.007
23616, 0.001, -0.003, -0.016, -0.040, 0.017, 0.008
23823, 0.001, -0.003, -0.016, 0.049, -0.027, 0.053
24029, -0.013, -0.003, -0.001, -0.158, -0.146, -0.007
24236, 0.001, -0.003, -0.001, 0.064, 0.002, 0.038
24441, 0.001, -0.018, -0.001, 0.123, 0.017, -0.051
24647, 0.001, -0.003, -0.001, 0.109, -0.176, 0.038
24854, -0.013, -0.003, -0.001, 0.316, 0.047, -0.096
25060, 0.001, -0.003, -0.001, -0.262, -0.546, 0.008
25267, -0.013, -0.003, -0.001, 0.064, 0.061, -0.007
25473, -0.013, -0.003, -0.001, 0.079, -0.294, -0.096
25679, 0.001, -0.003, -0.001, 0.242, -0.087, -0.110
25885, 0.001, -0.003, -0.001, 0.079, 0.165, 0.053
26091, -0.013, -0.003, -0.001, -0.128, -0.546, 0.171
26298, -0.013, -0.003, -0.016, 0.094, 0.254, 0.245
26504, -0.013, -0.003, -0.001, -0.010, -0.146, 0.023
26711, -0.013, -0.003, -0.001, 0.005, -0.176, 0.053
26916, -0.013, -0.003, -0.016, -0.025, -0.161, -0.036
27123, 0.001, -0.003, -0.001, -0.010, -0.116, -0.007
27329, 0.001, -0.003, -0.001, -0.010, -0.116, 0.008
27535, 0.001, -0.003, -0.001, -0.025, -0.116, 0.008
27742, -0.013, -0.003, -0.001, -0.025, -0.101, -0.007
27948, -0.013, -0.003, -0.001, -0.040, -0.131, -0.007
28154, 0.001, -0.003, -0.001, -0.040, -0.116, 0.008
28360, -0.013, -0.003, -0.001, -0.040, -0.116, 0.008
28567, 0.001, -0.003, -0.001, -0.025, -0.101, -0.007
28773, -0.013, -0.003, -0.001, 0.064, 0.091, 0.038
28980, -0.013, -0.003, -0.001, -0.069, 0.061, -0.110
29186, -0.013, 0.011, -0.001, -0.099, -0.116, 0.038
29391, -0.013, -0.003, -0.001, 0.035, 0.002, -0.170
29598, -0.013, -0.018, -0.001, -0.143, -0.250, -0.096
29804, -0.013, -0.003, -0.016, 0.064, 0.061, -0.170
30011, -0.013, -0.003, -0.001, -0.025, -0.027, -0.081
30217, -0.013, -0.003, -0.001, -0.262, -0.679, -0.051
30424, 0.001, -0.003, -0.001, 0.301, 0.313, 0.038
30629, 0.001, -0.003, -0.001, -0.291, -0.546, -0.036
30835, -0.013, -0.003, -0.016, 0.686, 0.787, 0.171
31042, -0.013, -0.003, -0.016, -0.217, -0.531, -0.110
31248, -0.013, -0.003, -0.001, 0.301, 0.254, 0.067
31455, -0.013, -0.003, -0.001, -0.321, -0.590, 0.038
31661, -0.013, -0.003, -0.001, 0.553, 0.684, 0.082
31867, -0.013, -0.003, -0.001, -0.114, -0.412, -0.066
32073, -0.013, -0.003, -0.016, 0.553, 0.609, 0.053
32280, -0.013, -0.003, -0.001, -0.173, -0.531, -0.081
32486, -0.013, -0.003, -0.001, 0.494, 0.550, 0.008
32692, 0.001, -0.003, -0.001, -0.173, -0.353, -0.021
32899, -0.013, -0.018, -0.001, 0.242, 0.254, -0.066
33104, 0.001, -0.003, -0.001, 0.094, -0.027, -0.021
33311, 0.001, -0.003, -0.001, -0.247, -0.220, -0.021
33517, 0.001, -0.003, -0.001, 0.227, 0.195, -0.051
33724, -0.013, -0.003, -0.016, 0.079, 0.076, -0.125
33930, -0.013, -0.003, -0.001, 0.271, 0.076, -0.051
34137, 0.001, -0.003, -0.001, -0.454, -0.501, 0.053
34342, -0.013, -0.003, -0.001, 0.553, 0.550, 0.215
34548, 0.001, -0.003, -0.016, -0.262, -0.353, -0.021
34755, -0.013, -0.003, -0.001, 0.301, 0.254, -0.199
34961, 0.001, -0.003, -0.001, 0.271, 0.017, 0.127
35168, -0.013, -0.003, -0.001, 0.153, -0.190, 0.023
35374, 0.001, -0.003, -0.001, -0.084, -0.279, 0.319
35580, 0.001, -0.003, -0.001, 0.153, 0.061, 0.215
35786, 0.001, -0.003, -0.001, 0.183, -0.087, 0.023
35992, 0.001, -0.003, -0.016, 0.168, -0.131, 0.023
36199, -0.013, -0.003, -0.016, 0.153, -0.146, 0.008
36405, -0.013, -0.003, -0.001, 0.153, -0.146, 0.008
36612, 0.001, -0.003, -0.001, 0.138, -0.116, 0.053
36817, -0.013, -0.003, -0.001, 0.123, -0.146, -0.021
37024, -0.013, -0.003, -0.001, 0.227, -0.116, -0.036
37230, -0.013, -0.018, -0.016, 0.464, 0.017, -0.051
37437, -0.013, -0.003, -0.001, 0.257, -0.013, 0.023
37643, -0.013, -0.003, -0.001, 0.049, -0.220, -0.036
37849, -0.013, -0.003, -0.001, -0.425, -0.487, -0.303
38055, 0.001, -0.003, -0.001, 0.583, 0.150, 0.112
38261, -0.013, -0.003, -0.001, -0.351, -0.427, -0.081
38468, -0.013, -0.003, -0.001, -0.306, -0.398, -0.466
38674, -0.013, -0.003, -0.001, 0.716, 0.313, 0.349
38881, -0.013, -0.003, -0.001, -0.084, -0.101, 0.171
39087, -0.013, -0.003, -0.016, -0.499, -0.501, -0.288
39293, -0.013, -0.003, -0.001, -0.099, -0.176, -0.125
39499, -0.013, -0.003, -0.016, 0.005, -0.161, 0.941
39706, -0.013, -0.003, -0.016, 0.020, -0.101, -0.407
39912, -0.013, -0.003, -0.001, 0.049, -0.042, -0.170
40118, -0.013, -0.003, -0.001, 0.005, 0.091, -0.125
40325, -0.013, -0.003, -0.001, -0.143, -0.087, -0.051
40530, -0.013, -0.003, -0.016, -0.054, 0.002, -0.021
40737, 0.001, -0.003, -0.001, 0.331, 0.047, 0.067
40943, -0.013, -0.018, -0.001, 0.242, 0.047, 0.023
41150, 0.001, -0.003, -0.001, 0.212, 0.002, -0.021
41356, 0.001, -0.003, -0.001, 0.286, -0.072, -0.021
41562, -0.013, -0.003, -0.016, 0.301, -0.027, 0.127
41768, 0.001, -0.003, -0.016, 0.271, -0.013, -0.051
41974, -0.013, -0.003, -0.001, 0.183, 0.002, 0.038
42181, 0.001, -0.003, -0.001, 0.257, 0.002, 0.023
42387, -0.013, -0.003, -0.001, 0.301, -0.087, 0.127
42594, 0.001, -0.003, -0.001, 0.494, 0.091, 0.008
42800, -0.013, -0.003, -0.001, 0.049, 0.017, 0.038
43005, -0.013, -0.003, -0.001, 0.109, -0.072, 0.038
43212, 0.001, -0.003, -0.016, 0.049, 0.210, 0.053
43418, -0.013, -0.003, -0.016, 0.271, -0.013, 0.112
43625, -0.013, -0.003, -0.001, 0.375, 0.032, -0.258
43831, 0.001, -0.003, -0.001, 0.227, 0.032, -0.021
44038, -0.013, -0.003, -0.001, 0.138, 0.076, -0.007
44243, -0.013, -0.003, -0.016, 0.079, -0.027, -0.051
44450, 0.001, -0.003, -0.001, 0.123, 0.047, 0.023
44656, 0.001, -0.003, -0.001, 0.020, -0.013, -0.007
44862, -0.013, -0.003, -0.016, -0.010, 0.002, -0.036
45069, 0.001, -0.003, -0.001, -0.010, 0.002, 0.008
45275, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
45481, 0.001, -0.003, -0.001, 0.020, -0.013, 0.008
45687, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
45894, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
46100, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
46306, -0.013, -0.003, -0.001, -0.010, -0.013, -0.021
46513, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
46718, -0.013, -0.003, -0.001, -0.010, 0.002, -0.021
46925, -0.013, -0.018, -0.016, 0.005, -0.013, -0.007
47131, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
47338, 0.001, -0.003, -0.016, -0.010, 0.002, -0.007
47544, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
47750, -0.013, 0.011, -0.001, 0.005, 0.002, -0.021
47956, 0.001, -0.003, -0.031, 0.020, -0.013, -0.007
48162, 0.001, -0.003, 0.073, 0.005, 0.017, 0.023
48369, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
48575, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
48781, -0.013, -0.003, -0.001, -0.010, 0.002, -0.021
48988, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
49193, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
49400, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
49606, -0.013, -0.018, -0.016, -0.010, 0.002, -0.007
49813, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
50019, 0.001, -0.003, -0.001, 0.005, -0.013, -0.007
50225, 0.001, -0.003, -0.001, 0.005, 0.002, -0.007
50432, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
50637, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
50844, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
51050, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
51257, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
51463, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
51668, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
51875, 0.001, -0.003, -0.016, 0.005, -0.013, -0.007
52081, 0.001, -0.003, -0.001, 0.005, 0.002, -0.007
52288, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
52494, -0.058, -0.003, 0.014, -0.010, 0.002, 0.008
52700, 0.001, -0.003, -0.001, 0.005, 0.002, -0.007
52907, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
53112, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
53319, 0.001, 0.011, -0.001, -0.010, 0.002, -0.007
53525, 0.016, -0.003, -0.001, 0.005, -0.013, -0.007
53732, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
53938, -0.013, -0.033, -0.001, -0.040, -0.013, -0.007
54144, 0.001, -0.003, -0.001, 0.005, 0.002, 0.008
54350, -0.013, -0.018, -0.001, -0.010, 0.002, 0.008
54556, 0.001, -0.003, -0.001, -0.010, -0.013, -0.021
54763, 0.001, -0.003, -0.001, 0.005, 0.002, -0.021
54969, -0.013, -0.003, -0.001, -0.010, -0.013, -0.021
55175, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
55382, -0.013, -0.003, -0.016, -0.010, 0.002, -0.021
55587, 0.001, -0.003, -0.001, -0.010, -0.013, -0.021
55794, -0.013, -0.003, -0.016, 0.005, -0.013, -0.021
56000, 0.001, -0.003, -0.001, -0.010, -0.013, -0.021
56207, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
56413, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
56620, 0.001, -0.003, -0.001, 0.005, 0.002, -0.007
56825, -0.043, -0.018, -0.016, -0.010, 0.002, -0.007
57031, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
57238, -0.028, -0.003, -0.001, -0.010, -0.013, -0.007
57444, 0.001, 0.011, -0.031, 0.005, 0.002, 0.008
57651, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
57857, -0.013, -0.018, -0.001, -0.010, -0.013, 0.008
58062, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
58269, -0.013, -0.003, -0.016, 0.005, 0.002, -0.007
58475, 0.001, 0.011, -0.001, -0.010, -0.013, -0.007
58682, -0.013, -0.003, -0.016, -0.010, -0.013, -0.007
58888, 0.001, -0.003, -0.016, -0.010, -0.013, -0.007
59095, -0.013, -0.003, -0.016, -0.010, 0.002, -0.007
59300, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
59506, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
59713, 0.001, -0.003, -0.001, -0.010, -0.013, -0.021
59919, -0.013, -0.018, -0.001, -0.010, -0.013, -0.021
60126, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
60332, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
60538, -0.013, -0.003, -0.016, 0.005, 0.002, -0.007
60744, -0.013, -0.003, -0.016, -0.010, -0.013, -0.021
60950, 0.001, -0.003, -0.001, -0.010, 0.002, -0.007
61157, 0.001, -0.003, -0.001, -0.010, 0.002, -0.021
61363, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
61570, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
61775, 0.001, -0.003, -0.001, -0.010, -0.013, -0.007
61982, -0.013, -0.003, -0.001, 0.005, 0.002, -0.021
62188, 0.001, -0.003, -0.016, -0.010, -0.013, -0.007
62394, 0.001, -0.003, -0.001, -0.010, 0.002, -0.021
62601, 0.061, 0.011, -0.031, 0.005, 0.002, 0.008
62807, 0.016, -0.003, -0.016, -0.010, 0.002, -0.007
63013, -0.013, -0.003, -0.001, -0.010, -0.013, -0.007
63219, -0.013, -0.003, -0.001, -0.010, 0.002, -0.021
63426, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
63632, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
63838, -0.013, -0.003, -0.001, -0.010, 0.002, -0.007
64045, -0.013, -0.003, -0.001, 0.005, -0.013, -0.007
64250, -0.013, -0.003, -0.001, 0.005, 0.002, -0.007
64457, 0.001, -0.003, -0.016, -0.025, 0.002, -0.007
